nome_ms,prod_mais_similar,dist_lev,ingrediente,tipo
INDURUFAN,ENDURO,5.0,AMINOPIRALIDE,princípio ativo
CROPITAR,CROPSTAR,1.0,IMIDACLOPRIDO,princípio ativo
MANZATI,BANZAI,2.0,DIMETOMORFE,princípio ativo
PROFIT,PROFIT,0.0,CLOMAZONA,princípio ativo
CRESOIS E FENOIS ( FENOLOICOS COMPOSTO),FLERIS,3.0,DIFENOCONAZOL,princípio ativo
2 QUATRO 0,QUARTZO,2.0,BACILLUS LICHENIFORMIS,princípio ativo
FLORASULAME,FERA ULTRA,6.0,GLIFOSATO,princípio ativo
METAFORSE,BENFORCE,4.0,BENFURACARBE,princípio ativo
MANEJO,BANJO,2.0,FLUAZINAM,princípio ativo
GILFOSATO,GLIFOSAL,4.0,GLIFOSATO,princípio ativo
CYCLUTHRIN,CYTOLIN,5.0,ACIDO GIBERELICO,princípio ativo
OLIFERTIL,GLIFORTE,4.0,GLIFOSATO,princípio ativo
VERMIFUGO (CALBENDAZALE),VERISMO,4.0,METAFLUMIZONE,princípio ativo
METOMEY,METRY,3.0,METRIBUZIM,princípio ativo
BENZENOCEMINA,BENEVIA,7.0,CIANTRANILIPROLE,princípio ativo
CERCOBIN 700 PM,CERCONIL,2.0,TIOFANATO METILICO,princípio ativo
INSETICIDIA,INSIDIOMIP,6.0,ORIUS INSIDIOSUS,princípio ativo
NN11/SUPERA,SUPERUS,2.0,ABAMECTINA,princípio ativo
TAMARON-COLOSSO,COLISEO,2.0,ATRAZINA,princípio ativo
ACLAMADOBR,ACLAMADOBR,0.0,ATRAZINA,princípio ativo
FURADAM 100G,AUDAZ,4.0,FLUXAPIROXADE,princípio ativo
HERDONATOS PLUS,HERBINA,5.0,"2,4 - D",princípio ativo
BARERAGEM,ARRANGE,4.0,"2,4 - D",princípio ativo
TRICHLORFON,TRICHO ,5.0,TRICHODERMA ASPERELLUM,princípio ativo
PIRIMIPHOS-METHYL,METRY,2.0,METRIBUZIM,princípio ativo
SULFATO DE MANGANES,DEZ,1.0,"2,4 - D",princípio ativo
SULFRENTAZONE,SERENADE,7.0,BACILLUS SUBTILIS LINHAGEM QST 713,princípio ativo
KASUNIN,AUIN,3.0,BEAUVERIA BASSIANA,princípio ativo
BAYSTON,CASTOR,3.0,FIPRONIL,princípio ativo
BOA NOITE CINDERELA,AGILE,3.0,CLETODIM,princípio ativo
INTOXICACAO POR PRODUTO QUIMICO,PRODUTIVO,2.0,TIODICARBE,princípio ativo
HIDREK,PIREO,3.0,LUFENUROM,princípio ativo
AZULAO,AUDAZ,3.0,FLUXAPIROXADE,princípio ativo
BLOQUEIO DE ENZIMA SINTETASE DE ACETOLACTATO,DEZ,1.0,"2,4 - D",princípio ativo
NICOSULFURON NORTOX 40,NORTON,1.0,"SAL TRIETANOLAMINADE 2,4 - D+SAL DE TRIETANOLAMINA DE PICLORAM",princípio ativo
TITANIO -DAL,TOTALIT,3.0,BENTIAVALICARBE ISOPROPILICO,princípio ativo
APPLAUD 250,APPROVE,4.0,TIOFANATO-METILICO,princípio ativo
ALMIT,TAMIZ,3.0,AZOXISTROBINA,princípio ativo
HANDOP,ZARDO,3.0,"2,4 - D",princípio ativo
ENGEU,SENSEI,3.0,BUPROFEZINA,princípio ativo
CEPMETRINA,CENTRIC,5.0,TIAMETOXAM,princípio ativo
ETHONY PHENYL,STRONG,3.0,"2,4 - D",princípio ativo
TARGA 50 EC,TARZAN,2.0,METSUFURON-METILICO,princípio ativo
VULCAME,VELDARA,4.0,PIRACLOSTROBINA,princípio ativo
AMICARBOZONE,FARMOZINE,6.0,ATRAZINA,princípio ativo
GRAMARONE,AIRONE,4.0,HIDROXIDO DE COBRE,princípio ativo
INALE,AGILE,3.0,CLETODIM,princípio ativo
INIBIDOR DO ACETILCOLINESTERASE,DUO,1.0,DIUROM,princípio ativo
SOJA OU LARANJA,SAVANA,3.0,CLOMAZONA,princípio ativo
SAO SABE INFORMA,EFORIA,3.0,TIAMETOXAM+LAMBDA-CIALOTRINA,princípio ativo
GESAPRIN,GESAMENA,4.0,AMETRINA,princípio ativo
APROACH,APPROACH,1.0,PICOXISTROBINA,princípio ativo
PLAMIPLUS,PRAMILHO,4.0,NICOSULFURON,princípio ativo
TIOCETIMIDATO,TOPATUDO,8.0,GLIFOSATO,princípio ativo
LOMBDA,SORBA,3.0,LUFENUROM,princípio ativo
"DX,LARBA,BHC",SORBA,2.0,LUFENUROM,princípio ativo
CORRECAO DO SOLO,DUO,1.0,DIUROM,princípio ativo
FERRUGEM,CARTUGEN,4.0,BACULOVIRUS - SPODOPTERA FRUGIPERDA MULTIPLENUCLEOPOLYHEDROVIRUS (SFMNPV),princípio ativo
FOSFATO DE CIS2METILCARBAMOIL-1M-TLUIVIC,DEZ,1.0,"2,4 - D",princípio ativo
KOTRINE,AIRONE,4.0,HIDROXIDO DE COBRE,princípio ativo
CROSPATA,CROPSTAR,3.0,IMIDACLOPRIDO,princípio ativo
NITROGENIO,TRUENO,5.0,AMINOPIRALIDE,princípio ativo
CIPETROIDE,SIPTROIL ,4.0,ATRAZINA,princípio ativo
MARAQUAT,SPRAYQUAT,3.0,PARAQUAT,princípio ativo
TIOACETAMIDA,ACETA,7.0,ACETAMIPRIDO,princípio ativo
MALORE,SALERO,3.0,MANCOZEBE,princípio ativo
TENIK,TAMIZ,3.0,AZOXISTROBINA,princípio ativo
RIVOTRIL,TRIVOR,4.0,ACETAMIPRIDO,princípio ativo
DESENCANTE,DELEGATE,4.0,SPINETORAM,princípio ativo
HIDROXIDO DE SODIO 50 %,DEZ,1.0,"2,4 - D",princípio ativo
PROAUTO AGRICOLA,PRODUTIVO,3.0,TIODICARBE,princípio ativo
PREMIUM,PREMIO,2.0,FLUTRIAFOL,princípio ativo
PRESTORIO,PASTOR,4.0,"2,4 - D",princípio ativo
FLORADA,DORADO,3.0,TRICLOPIR-BUTOTILICO,princípio ativo
LIMPA PEDRAS,PAMPA,2.0,PICLORAM,princípio ativo
DELMATRINA,VELDARA,5.0,PIRACLOSTROBINA,princípio ativo
LOCI 200,LAVA 100,4.0,TEBUTHIURON,princípio ativo
MATOSOL,MATTOR,3.0,FLUROXIPIR-METILICO,princípio ativo
STANDAR INOCULANTE,STANDAK,1.0,PIRACLOSTROBINA+TIOFANATO METILICO+FIPRONIL,princípio ativo
VOLCANOL,VELDARA,5.0,PIRACLOSTROBINA,princípio ativo
KURTON,KRATON,2.0,LUFENUROM,princípio ativo
KEEPDRY,METRY,4.0,METRIBUZIM,princípio ativo
FOLLISUPER,COLISEO,5.0,ATRAZINA,princípio ativo
FULL,FUORO,3.0,LUFENUROM,princípio ativo
'' '',ZARDO,5.0,"2,4 - D",princípio ativo
ABACUS,ELATUS,3.0,BENZOVINDIFLUPIR,princípio ativo
FLU,FOX,2.0,TRIFLOXYSTROBINA,princípio ativo
OURO FINO,TINO,1.0,PROPICONAZOLE,princípio ativo
GRAMIT PRME-PLUS,GRANT,2.0,"2,4 - D",princípio ativo
FLORAL,FUORO,3.0,LUFENUROM,princípio ativo
CIPRITIN,CRICEN,4.0,METALAXIL-M,princípio ativo
DIOZITAP PM,BIOLITA,3.0,"(Z)-8-DODECENYL ACETATE,(E)-8-DODECENYL ACETATE,(Z)-8-DODECEN-1-OL",princípio ativo
PERMETHRYN,METRY,5.0,METRIBUZIM,princípio ativo
THIMETHOXAM,METHAMAX,6.0,METARHIZIUM ANISOPLIAE,princípio ativo
GLIFOSFATP,GLIFOSAL,3.0,GLIFOSATO,princípio ativo
ARGAFOSFORATO,GRASSATO,7.0,GLIFOSATO,princípio ativo
MONTELUCASTE,DELEGATE,7.0,SPINETORAM,princípio ativo
BRIS,ORBIS,2.0,TEBUCONAZOL,princípio ativo
AGRUMAX,ACRUX,3.0,PACLOBUTRAZOL,princípio ativo
VERDOLINO,VERLON,4.0,"2,4 - D",princípio ativo
D. TRACHIFOR,TRIVOR,4.0,ACETAMIPRIDO,princípio ativo
CRAP,CZAR,2.0,CARBENDAZIM,princípio ativo
TOCHA,TOCHA,0.0,DICLORETO DE PARAQUATE,princípio ativo
GATO,NATU,2.0,DIFLUBENZUROM,princípio ativo
LOSSBAN 480 BR,LOUSAL,3.0,TEBUCONAZOL,princípio ativo
PRODUTO QUIMICO (NI),ONIX,2.0,BACILLUS METHYLOTROPHICUS,princípio ativo
IRGONOFOSFORADO,CRONNOS OD,8.0,PICOXISTROBINA,princípio ativo
GASTOXIN B 57,GLIFOXIN,3.0,GLIFOSATO,princípio ativo
PO DE CHIA,DEZ,1.0,"2,4 - D",princípio ativo
ISOPROPYLAMMONIUN N,PROPLANT,10.0,CLORIDRATO DE PROPAMOCARBE,princípio ativo
QUETIAPINA,SUGARINA,5.0,AMETRINA,princípio ativo
ORGAFOSFORADO,HAFFOR,8.0,SULFOXAFLOR,princípio ativo
"METALMEX,CERTEIRO,HAURIO",ZARDO,3.0,"2,4 - D",princípio ativo
SERCONIL,CERCONIL,1.0,TIOFANATO METILICO,princípio ativo
DECIO,DEORO,2.0,FLUMETRALIN,princípio ativo
AUTO 100,AUG 103,3.0,IMAZETAPIR,princípio ativo
TOMARAO,TORERO,3.0,MANCOZEBE,princípio ativo
ROAST,LOST,2.0,TEBUCONAZOLE,princípio ativo
AYTES,ATAK,3.0,TEBUCONAZOL,princípio ativo
K-OTHIRINE,AIRONE,4.0,HIDROXIDO DE COBRE,princípio ativo
K-OTHRINE SC25,PROTONE,5.0,ACIDO ABSCISICO,princípio ativo
K-OTRINE BAYER,SALERO,3.0,MANCOZEBE,princípio ativo
PIMEPLUS,PRISMA PLUS,4.0,DIFENOCONAZOL,princípio ativo
PADRON R,NADRAN,2.0,CLORETO DE MEPIQUATE,princípio ativo
BUTAMIN EXTRA,EXOR ,2.0,SULFOXAFLOR,princípio ativo
GRAMOXANE,AXANE,4.0,CIANTRANILIPROLE,princípio ativo
INIBIDOR DA ACETILCOLINESTERASE,INSSIMO,4.0,ACIBENZOLAR-S-METILICO,princípio ativo
CORPROMAZINA,FARMOZINE,7.0,ATRAZINA,princípio ativo
ESPERIMETRINA,EXPEDITION,7.0,SULFOXAFLOR,princípio ativo
MONITIL,MONARIS,3.0,AZOXISTROBINA,princípio ativo
FERTIMARTE,VERIMARK,4.0,CIANTRANILIPROLE,princípio ativo
"PANTOGAR,TRAMAL",TAMIZ,3.0,AZOXISTROBINA,princípio ativo
PRIORIEXTRA,PRIORI TOP,4.0,AZOXISTROBINA,princípio ativo
SULFONAMIDA,SUGARINA,6.0,AMETRINA,princípio ativo
PLENEIM,SENSEI,4.0,BUPROFEZINA,princípio ativo
GOLFO,GRIFO,2.0,NICOSSULFURON,princípio ativo
BARRAJE,ARRANK,3.0,ACETAMIPRIDO,princípio ativo
NEXID,METIZ,3.0,METRIBUZIM,princípio ativo
CAMPEON,CAMPEON ,1.0,"2,4 - D",princípio ativo
CROPE,COPA,2.0,DIFLUBENZUROM,princípio ativo
CURYON 550EC,BURON,2.0,FLUTRIAFOL,princípio ativo
GLICERIA SUBSTITUIDA,ALICERCE,3.0,MANCOZEBE,princípio ativo
STANDAH,STANDAK,1.0,PIRACLOSTROBINA+TIOFANATO METILICO+FIPRONIL,princípio ativo
ACIDO DICLOROFENO VIA CETICO,CETRO,2.0,ACETATO DE DODECENILA,princípio ativo
DOEDECIL DOEDECILDIMETILSMONIO,DOBBEL,4.0,METARHIZIUM ANISOPLIAE,princípio ativo
ORGANOFSOFORADO,CRONNOS OD,9.0,PICOXISTROBINA,princípio ativo
DNA/BR,DAVOS,4.0,LAMBDA-CIALOTRINA,princípio ativo
DICES 25,DIHEX,2.0,DIURON,princípio ativo
DANTOR - BULA ANEXA,MATTOR,2.0,FLUROXIPIR-METILICO,princípio ativo
SUMIDAN 150SC E QUALY APLIC 531,APICE,2.0,EPOXICONAZOL,princípio ativo
ALGUIIBENZENO,ALICERCE,8.0,MANCOZEBE,princípio ativo
HELMOCONE,HELMOXONE,1.0,PARAQUATE,princípio ativo
D N A,DINNO,3.0,DINOTEFURAM,princípio ativo
GRAMUCIU,GRAVUN,4.0,CIPRODINIL,princípio ativo
CASUMI,MASUMO,2.0,LAMBDA-CIALOTRINA,princípio ativo
CHUMPINHO,PRAMILHO,5.0,NICOSULFURON,princípio ativo
LAUNATE BR,SAUVAGE,3.0,TEBUCONAZOLE,princípio ativo
DIFLUORO- BENZHYDRYL,DIFLUCROP,2.0,DIFLUBENZUROM,princípio ativo
BATATA E AMEIXA,BATALHA,2.0,PICLORAM,princípio ativo
PLANTA,LAVRA,3.0,"2,4 - D",princípio ativo
MASTER,MATTOR,2.0,FLUROXIPIR-METILICO,princípio ativo
LANCIT,LANTIC,2.0,CARBENDAZIM,princípio ativo
TAMARAM,TAMIZ,4.0,AZOXISTROBINA,princípio ativo
ORTELI,BITELO,3.0,"2,4 - D",princípio ativo
PIPRONIEL,AIRONE,4.0,HIDROXIDO DE COBRE,princípio ativo
LENTO DE CAFE,DEZ,1.0,"2,4 - D",princípio ativo
HEXACLOROCIDO-HEXANO,FEZAN,3.0,TEBUCONAZOL,princípio ativo
RONSTAR BAYER,COSTAR,2.0,BACILLUS THURINGIENSIS,princípio ativo
DESIRZES,DESIGNER ,4.0,LATEX SINTETICO E FLUIDO DE ORGANOSILICONE SURFACTANTE,princípio ativo
ATIVO 100 FERRUGEM,SAVIVO,2.0,ABAMECTINA,princípio ativo
ERHYLPERFLUORO OCTONE,OCTANE,1.0,TRICHODERMA HARZIANUM,princípio ativo
OLHO QUEIMADO,EXEMPLO,5.0,"2,4 - D",princípio ativo
MIDACLOPRID,PICLORAM,6.0,PICLORAM,princípio ativo
DICLOFENAXIACETICO,BIXAFEN TECNICO,10.0,BIXAFEN,princípio ativo
ACIDO FENOXIACETICO,ZARDO,3.0,"2,4 - D",princípio ativo
MONSPILON,INSSIMO,5.0,ACIBENZOLAR-S-METILICO,princípio ativo
HERBADOSE,HEROLD SC,4.0,DIFLUBENZUROM,princípio ativo
DELTAMETRIME,DELTA TECNICO,6.0,DELTAMETRINA,princípio ativo
MENTA FUNGICIDA,MELTAN,2.0,FLUTRIAFOL,princípio ativo
"TENAZ,GRANARY",GRANARY,0.0,IMIDACLOPRID,princípio ativo
ENIBIDOR DE COLENESTERASE,DEZ,1.0,"2,4 - D",princípio ativo
GUIZOLOJAPA - P ETILICO,STILO,3.0,CHLORIMURON-ETHYL,princípio ativo
DETION,VERLON,3.0,"2,4 - D",princípio ativo
HERBADOX,HERBZINA,4.0,ATRAZINA,princípio ativo
CEIFITI,NIMITZ,4.0,FLUENSULFONA,princípio ativo
BETURE,BELLURE,2.0,FIPRONIL,princípio ativo
AMISTAQR TOP,AMISTAR TOP,1.0,AZOXYSTROBIN+DIFENOCONAZOL,princípio ativo
BIRETODIO,PIREO,5.0,LUFENUROM,princípio ativo
"VITAMINA B12,LIQUIDA,APEVITIN",TAMIZ,4.0,AZOXISTROBINA,princípio ativo
VADACITI E COLOSSO,COLISEO,2.0,ATRAZINA,princípio ativo
LOMDDA,LUMICA,3.0,MESOTRIONA,princípio ativo
CRUCIAL,CRUCIAL,0.0,GLIFOSATO,princípio ativo
NONIL FENOL ETOXILADO,ONIX,2.0,BACILLUS METHYLOTROPHICUS,princípio ativo
"ELLECT,KREFO,INSPERADOR",ELLECT,0.0,HIDROXI DE COBRE,princípio ativo
NEGOVON,NIPPON,4.0,NICOSSULFUROM,princípio ativo
MATRA TUDO,METRY,2.0,METRIBUZIM,princípio ativo
RONDOP,FONTOP,2.0,FLUASIFOPE-P-BUTILICO,princípio ativo
GRAMACONE,GAMATION,4.0,MALATIONA,princípio ativo
ALTO 100,AVAL 100,3.0,TEBUTHIURON,princípio ativo
TRAINSIN,GR-INN,4.0,METARHIZIUM ANISOPLIAE,princípio ativo
DIM,AIM,1.0,CARFENTRAZONA-ETILICA,princípio ativo
UTILIZADO EM LAVOURA,LAVRA,2.0,"2,4 - D",princípio ativo
ETROL,CETRO,2.0,ACETATO DE DODECENILA,princípio ativo
GRAMAXONE,GAMATION,4.0,MALATIONA,princípio ativo
HALOXIFOPE-R ESTER METILICO,VERTER,2.0,SULFOXAFLOR,princípio ativo
CALOPE,CAPOTE,2.0,TEBUTIUROM,princípio ativo
"RONDUP,DMA",FONTOP,3.0,FLUASIFOPE-P-BUTILICO,princípio ativo
EVIDENCE (INSETISIDA),ALICERCE,4.0,MANCOZEBE,princípio ativo
TORDOM,ZARDO,3.0,"2,4 - D",princípio ativo
ASSITI,ASSARIS,3.0,METOMIL,princípio ativo
CANDIDA,CUANTIVA,3.0,PIRACLOSTROBINA,princípio ativo
COSPAN,GOPAN,2.0,DIQUATE,princípio ativo
CONET,YOVEL,3.0,ACETAMIPRIDO,princípio ativo
CYBITRIM,CYBORG,4.0,BIFENTRINA,princípio ativo
RAINDAP,RANMAN,3.0,CIAZOFAMIDA,princípio ativo
AC. PERACETICO,PRATICO,3.0,FLUTRIAFOL,princípio ativo
K.OHTRINE,OCTANE,5.0,TRICHODERMA HARZIANUM,princípio ativo
EMIDACOPRID,PREDADOR,7.0,ESPIRODICLOFENO,princípio ativo
URE BR,BRIT BR,3.0,CIPERMETRINA,princípio ativo
TODAR,HODOR,2.0,MANCOZEBE,princípio ativo
HOUNDAP,LOUSAL,4.0,TEBUCONAZOL,princípio ativo
ALTOX,ALION,2.0,INDAZIFLAM,princípio ativo
TINTA DE CABELO,DEZ,1.0,"2,4 - D",princípio ativo
CORSIDE,PRIDE,3.0,GLIFOSATO,princípio ativo
CHUNIBINLO,CONVICTO,6.0,AZOXISTROBINA,princípio ativo
HIPOCLORITO SODIO,SORBA,3.0,LUFENUROM,princípio ativo
"HECTARIO,IPACTO",PASTOR,3.0,"2,4 - D",princípio ativo
FERADAM,FERRAX,3.0,TEBUCONAZOLE,princípio ativo
JAGUAR FOLHA LARGA,JAGUAR ,1.0,AMINOPIRALIDE,princípio ativo
UNISIP GORD,UNIQUE,3.0,PAECILOMYCES LILACINUS,princípio ativo
TARDON,ZARDO,2.0,"2,4 - D",princípio ativo
FOSFETO ALUMINEO,BOLERO,4.0,MANCOZEBE,princípio ativo
UNIBIDOER DE ACETILADINESTEROSE,DEZ,1.0,"2,4 - D",princípio ativo
ACIDO DIMETILACETICO,ZARDO,3.0,"2,4 - D",princípio ativo
UNIZEB,SNIPER,3.0,FLUROXIPIR-MEPTILICO,princípio ativo
24XD,WILD,3.0,CLORPIRIFOS,princípio ativo
RANTAPE,VANTAJE,2.0,METARHIZIUM ANISOPLIAE,princípio ativo
ZARTAN,TARZAN,2.0,METSUFURON-METILICO,princípio ativo
S-FERT BRITYTHIOMEY,SALERO,3.0,MANCOZEBE,princípio ativo
VANDAPE (MOTOR MOTO),VANTAJE,2.0,METARHIZIUM ANISOPLIAE,princípio ativo
NEOCOTINOIDE,DECISIVE,7.0,GLIFOSATO,princípio ativo
ETOXISSELFURON,RAINBURON,9.0,DIUROM,princípio ativo
TALISTAV RODOMIL BAISAGRAN,TALISMAN,2.0,BIFENTRINA,princípio ativo
"ALFA-CIANO-3-FENOXIBENZIL-2,2-DIMETIL-3-(2,2-DICLOROVINIL)-C",DINNO,2.0,DINOTEFURAM,princípio ativo
BLIMI-BLUS,ALIBI,2.0,AZOXISTROBINA,princípio ativo
DIAZIDON,DIAMOND,4.0,TRICHODERMA KONINGIOPSIS,princípio ativo
BICO DOCE,BIO BROCA,4.0,METANOL+ETANOL,princípio ativo
SELUCO,SECULO,2.0,DIUROM,princípio ativo
BAMAGE,DAMAST,3.0,AZOXISTROBINA,princípio ativo
"DITANE,CIRCOBIN,FOBAN",OCTANE,2.0,TRICHODERMA HARZIANUM,princípio ativo
UCUNA,ACETA,3.0,ACETAMIPRIDO,princípio ativo
RHANDUP/CEDRILAR,TECNUP,4.0,GLIFOSATO,princípio ativo
CAMP-D,CAMP-D,0.0,"PICLORAM, SAL DE TRIETANOLAMINA",princípio ativo
TORDO POPULAR,ZARDO,2.0,"2,4 - D",princípio ativo
ORGANOSFOSFARATO,GRASSATO,9.0,GLIFOSATO,princípio ativo
RONDOUP,FONTOP,3.0,FLUASIFOPE-P-BUTILICO,princípio ativo
AGUAMAX ADUBO FOLIAR,DUO,2.0,DIUROM,princípio ativo
FASTAQUE,VANTAJE,4.0,METARHIZIUM ANISOPLIAE,princípio ativo
TOLDO,BOLD,2.0,ACETAMIPRIDO,princípio ativo
RONDEUP,FONTOP,4.0,FLUASIFOPE-P-BUTILICO,princípio ativo
IMPACTO (SIC),AIM,2.0,CARFENTRAZONA-ETILICA,princípio ativo
ORGANOCLORADOS,ORGANIC WP,8.0,TRICHODERMA ASPERELLUM,princípio ativo
KOTRIM,MATRIC,3.0,CROMAFENOZIDA,princípio ativo
TINER,WIPER,2.0,CLOROTALONIL,princípio ativo
AMINOMAIO; IMPACTO; VANTE,VANTAJE,2.0,METARHIZIUM ANISOPLIAE,princípio ativo
TALSTAR-E BAZUKA,ALSTAR ,2.0,BIFENTRINA,princípio ativo
HONDAP,HODOR,3.0,MANCOZEBE,princípio ativo
FOD,FOX,1.0,TRIFLOXYSTROBINA,princípio ativo
ENDOSULFAN 350,ENDURO,6.0,AMINOPIRALIDE,princípio ativo
RODOMIL,GARDOMIL,3.0,S-METOLACLORO,princípio ativo
METILPRIRIFOS,METAPREMIUM,7.0,METARHIZIUM ANISOPLIAE,princípio ativo
ORGONOCLORADO,ARIONE SCUDO,8.0,OXICLORETO DE COBRE,princípio ativo
TALSTER.AQUITAR,BALLVERIA,9.0,BEAUVERIA BASSIANA,princípio ativo
ARTI,DART,2.0,TEFLUBENZUROM,princípio ativo
CEPERMETRINA%,WIPER XTRA,7.0,CLOROTALONIL,princípio ativo
LAMBDACIALOTRINA - AGROP,AGRIS,2.0,OLEO MINERAL,princípio ativo
MUSTANI,MELTAN,3.0,FLUTRIAFOL,princípio ativo
FURADON,KRATON,3.0,LUFENUROM,princípio ativo
GAL,GAME,2.0,LUFENURON,princípio ativo
GLICOVATO,GLIFOSAL,4.0,GLIFOSATO,princípio ativo
LAMATI,DAMAST,3.0,AZOXISTROBINA,princípio ativo
R OTHINE SC25,OCTANE,3.0,TRICHODERMA HARZIANUM,princípio ativo
DDVP ROGANA,LOYANT,3.0,FLORPIRAUXIFEN-BENZIL,princípio ativo
PIKIGRAN PIKAPANHO,PICLORAM,4.0,PICLORAM,princípio ativo
GRAMOXENE,HELMOXONE,4.0,PARAQUATE,princípio ativo
VITAMINA FOCI,TAMIZ,4.0,AZOXISTROBINA,princípio ativo
BOSTAK,COSTAR,2.0,BACILLUS THURINGIENSIS,princípio ativo
VOLCOVA,VELDARA,4.0,PIRACLOSTROBINA,princípio ativo
PERITO,SPERTO,2.0,FLUTRIAFOL,princípio ativo
BAZACO,BRAVO,3.0,TRICHODERMA HARZIANUM,princípio ativo
GLAMOXONE 200,HELMOXONE,3.0,PARAQUATE,princípio ativo
ROENDUP,FONTOP,4.0,FLUASIFOPE-P-BUTILICO,princípio ativo
K-OTHRINI,STRONG,4.0,"2,4 - D",princípio ativo
ADUBO COM CALCARIO CALCINADO,CALARIS,2.0,MESOTRIONA,princípio ativo
"COBRE,ZINCO E FERRO QUELATO C/ EDTA",FUORO,2.0,LUFENUROM,princípio ativo
ESPENITORAN,EXPEDITION,5.0,SULFOXAFLOR,princípio ativo
CALBRATO,CELEBRATE,3.0,CLETODIM,princípio ativo
TEBUTHIURON,BUTIURON,3.0,TEBUTHIURON,princípio ativo
CHOICE,CRICEN,3.0,METALAXIL-M,princípio ativo
PIRAZIEL,VORAZ EC,4.0,METOMIL,princípio ativo
ETHYL 2/BENZOATE,METRY,3.0,METRIBUZIM,princípio ativo
"REGENTE 800 WG,EVIDENCE 700 WG. DEROSAL PLUS",PRESENCE,3.0,BACILLUS LICHENIFORMIS,princípio ativo
GLIMAX,GLIZMAX,1.0,GLIFOSATO,princípio ativo
ACIDO BONCO,BANJO,2.0,FLUAZINAM,princípio ativo
ARKITO / POTENCIA / MANZATE OU DITABE,POTENZA,2.0,ABAMECTINA,princípio ativo
GRAMOKONE 200,PROTONE,4.0,ACIDO ABSCISICO,princípio ativo
CARFENTRAZONA ETILICO,STILO,3.0,CHLORIMURON-ETHYL,princípio ativo
CUMPINCEIRO,BUCANERO,6.0,LAMBDA-CIALOTRINA,princípio ativo
PLICORAM TRIETANOLAMINA 1036 G/L,PICLORAM,2.0,PICLORAM,princípio ativo
CAPTOPRIL,CAPTOR,3.0,TIODICARBE,princípio ativo
VALON 384CE,VERLON,2.0,"2,4 - D",princípio ativo
INIBIDOR INESPECIFICO DA COLESTERASE,INSSIMO,4.0,ACIBENZOLAR-S-METILICO,princípio ativo
TORQUE,UNIQUE,3.0,PAECILOMYCES LILACINUS,princípio ativo
FLUAZITOP,FAITH,5.0,ACEFATO,princípio ativo
GLIFOS,GLIFOSAL,2.0,GLIFOSATO,princípio ativo
ALLADIN,CALARIS,4.0,MESOTRIONA,princípio ativo
CLOMOZONE,FARMOZINE,4.0,ATRAZINA,princípio ativo
BORO + LINCO,FUORO,2.0,LUFENUROM,princípio ativo
DIFUORO,FUORO,2.0,LUFENUROM,princípio ativo
"METANONFO,PARADOCOTINA",METAGAN,4.0,S-METOLACLORO,princípio ativo
CURIAN,CRICEN,3.0,METALAXIL-M,princípio ativo
FURADEZAN,FEZAN,4.0,TEBUCONAZOL,princípio ativo
DEFENDER,GREENER,4.0,METRIBUZIM,princípio ativo
PREMI PLUS,PREMIO,1.0,FLUTRIAFOL,princípio ativo
TULSO,FUORO,3.0,LUFENUROM,princípio ativo
CYPROCONAZOLE+DISULFOTON,SHAR-CONAZOL,5.0,TEBUCONAZOLE,princípio ativo
PIRIDINOLOXICANOICO,PROLINE TECNICO,10.0,PROTICONAZOL,princípio ativo
"HOBERON,ORTUS",OBERON,1.0,ESPIROMESIFENO,princípio ativo
ALHO,ALION,2.0,INDAZIFLAM,princípio ativo
RIBITIS,ORBIS,4.0,TEBUCONAZOL,princípio ativo
TRIFUNALINA,TRILLA,6.0,DIUROM,princípio ativo
PRIMATOP SC (ATRAZINE + SIMAZINE),PREDATOX,3.0,TRICHODERMA HARZIANUM,princípio ativo
GRAMIXAME,AXANE,5.0,CIANTRANILIPROLE,princípio ativo
FORASEQUE,PRESENCE,5.0,BACILLUS LICHENIFORMIS,princípio ativo
PARADOX,PARADOX ,1.0,PARAQUATE,princípio ativo
PINIMITOS METILICO,METABIO,3.0,METARHIZIUM ANISOPLIAE,princípio ativo
VIOPAR,VIPER,2.0,TIOFANATO METILICO,princípio ativo
RUMBO,SUMO,2.0,"2,4 - D",princípio ativo
KARPAN,TARZAN,2.0,METSUFURON-METILICO,princípio ativo
HOSTATHION 400 BR,GAMATION,5.0,MALATIONA,princípio ativo
RONDOPH,FONTOP,3.0,FLUASIFOPE-P-BUTILICO,princípio ativo
STANDAK TOP.,STANDAK,0.0,PIRACLOSTROBINA+TIOFANATO METILICO+FIPRONIL,princípio ativo
SCALT,EXALT,2.0,SPINETORAM,princípio ativo
BENZENO VAPOR,AXOR,2.0,LUFENUROM,princípio ativo
LAMAT,DAMAST,2.0,AZOXISTROBINA,princípio ativo
GICOSATO,GRASSATO,3.0,GLIFOSATO,princípio ativo
ORGAMACT PRATA,AGATA,2.0,FLUAZINAM,princípio ativo
PIREIT FASTAK,PIREO,2.0,LUFENUROM,princípio ativo
GAMIT,TAMIZ,2.0,AZOXISTROBINA,princípio ativo
1'- DIMETHUL-4,BIMETRON,4.0,AMETRINA,princípio ativo
2.4 D,WILD,4.0,CLORPIRIFOS,princípio ativo
PRIMEIRA VEZ QUE UTILIZOU O PRODUTO,DEZ,1.0,"2,4 - D",princípio ativo
CRAMICIL,CRICEN,4.0,METALAXIL-M,princípio ativo
